0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	-0.6	2.4
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	-1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.2	-0.6
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6	2.4	-1.3	-0.5	-0.0	-0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	-0.6	1.7	-1.3	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2	3.6	-2.5	-0.9	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	-2.4	3.5	-2.5	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6	2.4	-0.0	0.0	-1.3	-0.5	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	-0.6	0.0	-0.0	1.7	-1.3	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6	2.4	-1.3	-0.5
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	-0.6	1.7	-1.3
5.1	-7.0	2.5	-0.7	0.0	0.0	0.0	0.0	0.0	0.0	-4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.9	5.1	-9.5	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	5.1	-7.0	0.0	-0.0	2.5	-0.7	0.0	0.0	0.0	0.0	-4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	1.9	5.1	-0.0	0.0	-9.5	2.5	0.0	0.0	0.0	0.0	0.0	-4.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	10.2	-13.9	9.5	-5.8	0.0	0.0	0.0	0.0	0.0	0.0	-4.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	3.7	10.2	-14.6	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	-0.0	-0.0	5.1	-7.0	2.5	-0.7	0.0	0.0	0.0	0.0	0.0	0.0	-4.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	1.9	5.1	-9.5	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.0	0.0	0.0
2.5	-0.7	0.0	0.0	0.0	0.0	0.0	0.0	5.1	-7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.0	0.0
-9.5	2.5	0.0	0.0	0.0	0.0	0.0	0.0	1.9	5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.0
